question_id,model,run,option_selected,correct_option,marks,neet_year,question_code
116,DeepSeek V3,1,A,C,0,2022,116 _ 2022
117,DeepSeek V3,1,C,C,1,2022,117 _ 2022
118,DeepSeek V3,1,A,A,1,2022,118 _ 2022
119,DeepSeek V3,1,B,B,1,2022,119 _ 2022
120,DeepSeek V3,1,B,A,0,2022,120 _ 2022
121,DeepSeek V3,1,B,D,0,2022,121 _ 2022
122,DeepSeek V3,1,B,A,0,2022,122 _ 2022
123,DeepSeek V3,1,A,A,1,2022,123 _ 2022
124,DeepSeek V3,1,C,A,0,2022,124 _ 2022
125,DeepSeek V3,1,B,B,1,2022,125 _ 2022
102,Kimi K2,1,D,D,1,2022,102 _ 2022
103,Kimi K2,1,B,C,0,2022,103 _ 2022
104,Kimi K2,1,B,B,1,2022,104 _ 2022
105,Kimi K2,1,A,A,1,2022,105 _ 2022
106,Kimi K2,1,D,D,1,2022,106 _ 2022
107,Kimi K2,1,C,C,1,2022,107 _ 2022
108,Kimi K2,1,C,C,1,2022,108 _ 2022
109,Kimi K2,1,B,A,0,2022,109 _ 2022
110,Kimi K2,1,A,D,0,2022,110 _ 2022
111,Kimi K2,1,A,A,1,2022,111 _ 2022
112,Kimi K2,1,D,D,1,2022,112 _ 2022
113,Kimi K2,1,C,C,1,2022,113 _ 2022
114,Kimi K2,1,A,B,0,2022,114 _ 2022
115,Kimi K2,1,C,B,0,2022,115 _ 2022
116,Kimi K2,1,B,C,0,2022,116 _ 2022
117,Kimi K2,1,C,C,1,2022,117 _ 2022
118,Kimi K2,1,A,A,1,2022,118 _ 2022
119,Kimi K2,1,B,B,1,2022,119 _ 2022
120,Kimi K2,1,A,A,1,2022,120 _ 2022
121,Kimi K2,1,D,D,1,2022,121 _ 2022
122,Kimi K2,1,A,A,1,2022,122 _ 2022
123,Kimi K2,1,A,A,1,2022,123 _ 2022
124,Kimi K2,1,A,A,1,2022,124 _ 2022
125,Kimi K2,1,B,B,1,2022,125 _ 2022
102,GPT-3.5,1,D,D,1,2022,102 _ 2022
103,GPT-3.5,1,B,C,0,2022,103 _ 2022
104,GPT-3.5,1,B,B,1,2022,104 _ 2022
105,GPT-3.5,1,A,A,1,2022,105 _ 2022
106,GPT-3.5,1,D,D,1,2022,106 _ 2022
107,GPT-3.5,1,C,C,1,2022,107 _ 2022
108,GPT-3.5,1,C,C,1,2022,108 _ 2022
109,GPT-3.5,1,A,A,1,2022,109 _ 2022
110,GPT-3.5,1,B,D,0,2022,110 _ 2022
111,GPT-3.5,1,A,A,1,2022,111 _ 2022
112,GPT-3.5,1,D,D,1,2022,112 _ 2022
113,GPT-3.5,1,C,C,1,2022,113 _ 2022
114,GPT-3.5,1,B,B,1,2022,114 _ 2022
115,GPT-3.5,1,B,B,1,2022,115 _ 2022
116,GPT-3.5,1,B,C,0,2022,116 _ 2022
117,GPT-3.5,1,C,C,1,2022,117 _ 2022
118,GPT-3.5,1,A,A,1,2022,118 _ 2022
119,GPT-3.5,1,B,B,1,2022,119 _ 2022
120,GPT-3.5,1,A,A,1,2022,120 _ 2022
121,GPT-3.5,1,D,D,1,2022,121 _ 2022
122,GPT-3.5,1,C,A,0,2022,122 _ 2022
123,GPT-3.5,1,A,A,1,2022,123 _ 2022
124,GPT-3.5,1,A,A,1,2022,124 _ 2022
125,GPT-3.5,1,B,B,1,2022,125 _ 2022
102,GPT-4 Turbo,2,A,D,0,2022,102 _ 2022
103,GPT-4 Turbo,2,B,C,0,2022,103 _ 2022
104,GPT-4 Turbo,2,C,B,0,2022,104 _ 2022
105,GPT-4 Turbo,2,B,A,0,2022,105 _ 2022
106,GPT-4 Turbo,2,A,D,0,2022,106 _ 2022
107,GPT-4 Turbo,2,C,C,1,2022,107 _ 2022
108,GPT-4 Turbo,2,B,C,0,2022,108 _ 2022
109,GPT-4 Turbo,2,D,A,0,2022,109 _ 2022
110,GPT-4 Turbo,2,B,D,0,2022,110 _ 2022
111,GPT-4 Turbo,2,C,A,0,2022,111 _ 2022
112,GPT-4 Turbo,2,A,D,0,2022,112 _ 2022
113,GPT-4 Turbo,2,C,C,1,2022,113 _ 2022
114,GPT-4 Turbo,2,A,B,0,2022,114 _ 2022
115,GPT-4 Turbo,2,C,B,0,2022,115 _ 2022
116,GPT-4 Turbo,2,D,C,0,2022,116 _ 2022
117,GPT-4 Turbo,2,A,C,0,2022,117 _ 2022
118,GPT-4 Turbo,2,A,A,1,2022,118 _ 2022
119,GPT-4 Turbo,2,B,B,1,2022,119 _ 2022
120,GPT-4 Turbo,2,A,A,1,2022,120 _ 2022
121,GPT-4 Turbo,2,D,D,1,2022,121 _ 2022
122,GPT-4 Turbo,2,C,A,0,2022,122 _ 2022
123,GPT-4 Turbo,2,B,A,0,2022,123 _ 2022
124,GPT-4 Turbo,2,A,A,1,2022,124 _ 2022
125,GPT-4 Turbo,2,B,B,1,2022,125 _ 2022
102,GPT-4o,2,D,D,1,2022,102 _ 2022
103,GPT-4o,2,B,C,0,2022,103 _ 2022
104,GPT-4o,2,C,B,0,2022,104 _ 2022
105,GPT-4o,2,A,A,1,2022,105 _ 2022
106,GPT-4o,2,B,D,0,2022,106 _ 2022
107,GPT-4o,2,C,C,1,2022,107 _ 2022
108,GPT-4o,2,A,C,0,2022,108 _ 2022
109,GPT-4o,2,B,A,0,2022,109 _ 2022
110,GPT-4o,2,D,D,1,2022,110 _ 2022
111,GPT-4o,2,A,A,1,2022,111 _ 2022
112,GPT-4o,2,D,D,1,2022,112 _ 2022
113,GPT-4o,2,B,C,0,2022,113 _ 2022
114,GPT-4o,2,A,B,0,2022,114 _ 2022
115,GPT-4o,2,D,B,0,2022,115 _ 2022
116,GPT-4o,2,A,C,0,2022,116 _ 2022
117,GPT-4o,2,C,C,1,2022,117 _ 2022
118,GPT-4o,2,A,A,1,2022,118 _ 2022
119,GPT-4o,2,B,B,1,2022,119 _ 2022
120,GPT-4o,2,A,A,1,2022,120 _ 2022
121,GPT-4o,2,B,D,0,2022,121 _ 2022
122,GPT-4o,2,C,A,0,2022,122 _ 2022
123,GPT-4o,2,A,A,1,2022,123 _ 2022
124,GPT-4o,2,A,A,1,2022,124 _ 2022
125,GPT-4o,2,B,B,1,2022,125 _ 2022
102,Gemini 2.0 Flash,2,A,D,0,2022,102 _ 2022
103,Gemini 2.0 Flash,2,C,C,1,2022,103 _ 2022
104,Gemini 2.0 Flash,2,B,B,1,2022,104 _ 2022
105,Gemini 2.0 Flash,2,B,A,0,2022,105 _ 2022
106,Gemini 2.0 Flash,2,A,D,0,2022,106 _ 2022
107,Gemini 2.0 Flash,2,D,C,0,2022,107 _ 2022
108,Gemini 2.0 Flash,2,D,C,0,2022,108 _ 2022
109,Gemini 2.0 Flash,2,D,A,0,2022,109 _ 2022
110,Gemini 2.0 Flash,2,B,D,0,2022,110 _ 2022
111,Gemini 2.0 Flash,2,A,A,1,2022,111 _ 2022
112,Gemini 2.0 Flash,2,C,D,0,2022,112 _ 2022
113,Gemini 2.0 Flash,2,B,C,0,2022,113 _ 2022
114,Gemini 2.0 Flash,2,D,B,0,2022,114 _ 2022
115,Gemini 2.0 Flash,2,C,B,0,2022,115 _ 2022
116,Gemini 2.0 Flash,2,D,C,0,2022,116 _ 2022
117,Gemini 2.0 Flash,2,C,C,1,2022,117 _ 2022
118,Gemini 2.0 Flash,2,A,A,1,2022,118 _ 2022
119,Gemini 2.0 Flash,2,B,B,1,2022,119 _ 2022
120,Gemini 2.0 Flash,2,A,A,1,2022,120 _ 2022
121,Gemini 2.0 Flash,2,B,D,0,2022,121 _ 2022
122,Gemini 2.0 Flash,2,A,A,1,2022,122 _ 2022
123,Gemini 2.0 Flash,2,A,A,1,2022,123 _ 2022
124,Gemini 2.0 Flash,2,A,A,1,2022,124 _ 2022
125,Gemini 2.0 Flash,2,B,B,1,2022,125 _ 2022
102,Claude 3.5 Sonnet,2,B,D,0,2022,102 _ 2022
103,Claude 3.5 Sonnet,2,C,C,1,2022,103 _ 2022
104,Claude 3.5 Sonnet,2,B,B,1,2022,104 _ 2022
105,Claude 3.5 Sonnet,2,B,A,0,2022,105 _ 2022
106,Claude 3.5 Sonnet,2,B,D,0,2022,106 _ 2022
107,Claude 3.5 Sonnet,2,C,C,1,2022,107 _ 2022
108,Claude 3.5 Sonnet,2,A,C,0,2022,108 _ 2022
109,Claude 3.5 Sonnet,2,D,A,0,2022,109 _ 2022
110,Claude 3.5 Sonnet,2,D,D,1,2022,110 _ 2022
111,Claude 3.5 Sonnet,2,A,A,1,2022,111 _ 2022
112,Claude 3.5 Sonnet,2,D,D,1,2022,112 _ 2022
113,Claude 3.5 Sonnet,2,A,C,0,2022,113 _ 2022
114,Claude 3.5 Sonnet,2,C,B,0,2022,114 _ 2022
115,Claude 3.5 Sonnet,2,B,B,1,2022,115 _ 2022
116,Claude 3.5 Sonnet,2,A,C,0,2022,116 _ 2022
117,Claude 3.5 Sonnet,2,D,C,0,2022,117 _ 2022
118,Claude 3.5 Sonnet,2,A,A,1,2022,118 _ 2022
119,Claude 3.5 Sonnet,2,C,B,0,2022,119 _ 2022
120,Claude 3.5 Sonnet,2,A,A,1,2022,120 _ 2022
121,Claude 3.5 Sonnet,2,D,D,1,2022,121 _ 2022
122,Claude 3.5 Sonnet,2,A,A,1,2022,122 _ 2022
123,Claude 3.5 Sonnet,2,B,A,0,2022,123 _ 2022
124,Claude 3.5 Sonnet,2,A,A,1,2022,124 _ 2022
125,Claude 3.5 Sonnet,2,B,B,1,2022,125 _ 2022
102,Claude Sonnet 4,2,A,D,0,2022,102 _ 2022
103,Claude Sonnet 4,2,C,C,1,2022,103 _ 2022
104,Claude Sonnet 4,2,D,B,0,2022,104 _ 2022
105,Claude Sonnet 4,2,A,A,1,2022,105 _ 2022
106,Claude Sonnet 4,2,D,D,1,2022,106 _ 2022
107,Claude Sonnet 4,2,C,C,1,2022,107 _ 2022
108,Claude Sonnet 4,2,D,C,0,2022,108 _ 2022
109,Claude Sonnet 4,2,C,A,0,2022,109 _ 2022
110,Claude Sonnet 4,2,D,D,1,2022,110 _ 2022
111,Claude Sonnet 4,2,A,A,1,2022,111 _ 2022
112,Claude Sonnet 4,2,D,D,1,2022,112 _ 2022
113,Claude Sonnet 4,2,C,C,1,2022,113 _ 2022
114,Claude Sonnet 4,2,A,B,0,2022,114 _ 2022
115,Claude Sonnet 4,2,A,B,0,2022,115 _ 2022
116,Claude Sonnet 4,2,D,C,0,2022,116 _ 2022
117,Claude Sonnet 4,2,D,C,0,2022,117 _ 2022
118,Claude Sonnet 4,2,A,A,1,2022,118 _ 2022
119,Claude Sonnet 4,2,B,B,1,2022,119 _ 2022
120,Claude Sonnet 4,2,C,A,0,2022,120 _ 2022
121,Claude Sonnet 4,2,D,D,1,2022,121 _ 2022
122,Claude Sonnet 4,2,A,A,1,2022,122 _ 2022
123,Claude Sonnet 4,2,A,A,1,2022,123 _ 2022
124,Claude Sonnet 4,2,A,A,1,2022,124 _ 2022
125,Claude Sonnet 4,2,B,B,1,2022,125 _ 2022
102,Llama 3.2 90B,2,D,D,1,2022,102 _ 2022
103,Llama 3.2 90B,2,C,C,1,2022,103 _ 2022
104,Llama 3.2 90B,2,B,B,1,2022,104 _ 2022
105,Llama 3.2 90B,2,A,A,1,2022,105 _ 2022
106,Llama 3.2 90B,2,D,D,1,2022,106 _ 2022
107,Llama 3.2 90B,2,C,C,1,2022,107 _ 2022
108,Llama 3.2 90B,2,C,C,1,2022,108 _ 2022
109,Llama 3.2 90B,2,A,A,1,2022,109 _ 2022
110,Llama 3.2 90B,2,D,D,1,2022,110 _ 2022
111,Llama 3.2 90B,2,D,A,0,2022,111 _ 2022
112,Llama 3.2 90B,2,D,D,1,2022,112 _ 2022
113,Llama 3.2 90B,2,C,C,1,2022,113 _ 2022
114,Llama 3.2 90B,2,B,B,1,2022,114 _ 2022
115,Llama 3.2 90B,2,C,B,0,2022,115 _ 2022
116,Llama 3.2 90B,2,B,C,0,2022,116 _ 2022
117,Llama 3.2 90B,2,C,C,1,2022,117 _ 2022
118,Llama 3.2 90B,2,B,A,0,2022,118 _ 2022
119,Llama 3.2 90B,2,B,B,1,2022,119 _ 2022
120,Llama 3.2 90B,2,D,A,0,2022,120 _ 2022
121,Llama 3.2 90B,2,D,D,1,2022,121 _ 2022
122,Llama 3.2 90B,2,A,A,1,2022,122 _ 2022
123,Llama 3.2 90B,2,A,A,1,2022,123 _ 2022
124,Llama 3.2 90B,2,A,A,1,2022,124 _ 2022
125,Llama 3.2 90B,2,B,B,1,2022,125 _ 2022
102,Gemini 3 Flash,2,D,D,1,2022,102 _ 2022
103,Gemini 3 Flash,2,C,C,1,2022,103 _ 2022
104,Gemini 3 Flash,2,B,B,1,2022,104 _ 2022
105,Gemini 3 Flash,2,A,A,1,2022,105 _ 2022
106,Gemini 3 Flash,2,D,D,1,2022,106 _ 2022
107,Gemini 3 Flash,2,C,C,1,2022,107 _ 2022
108,Gemini 3 Flash,2,C,C,1,2022,108 _ 2022
109,Gemini 3 Flash,2,A,A,1,2022,109 _ 2022
110,Gemini 3 Flash,2,D,D,1,2022,110 _ 2022
111,Gemini 3 Flash,2,A,A,1,2022,111 _ 2022
112,Gemini 3 Flash,2,D,D,1,2022,112 _ 2022
113,Gemini 3 Flash,2,C,C,1,2022,113 _ 2022
114,Gemini 3 Flash,2,B,B,1,2022,114 _ 2022
115,Gemini 3 Flash,2,D,B,0,2022,115 _ 2022
116,Gemini 3 Flash,2,C,C,1,2022,116 _ 2022
117,Gemini 3 Flash,2,C,C,1,2022,117 _ 2022
118,Gemini 3 Flash,2,A,A,1,2022,118 _ 2022
119,Gemini 3 Flash,2,B,B,1,2022,119 _ 2022
120,Gemini 3 Flash,2,A,A,1,2022,120 _ 2022
121,Gemini 3 Flash,2,D,D,1,2022,121 _ 2022
122,Gemini 3 Flash,2,A,A,1,2022,122 _ 2022
123,Gemini 3 Flash,2,A,A,1,2022,123 _ 2022
124,Gemini 3 Flash,2,A,A,1,2022,124 _ 2022
125,Gemini 3 Flash,2,B,B,1,2022,125 _ 2022
102,Gemini 3 Pro,2,D,D,1,2022,102 _ 2022
103,Gemini 3 Pro,2,C,C,1,2022,103 _ 2022
104,Gemini 3 Pro,2,B,B,1,2022,104 _ 2022
105,Gemini 3 Pro,2,A,A,1,2022,105 _ 2022
106,Gemini 3 Pro,2,D,D,1,2022,106 _ 2022
107,Gemini 3 Pro,2,C,C,1,2022,107 _ 2022
108,Gemini 3 Pro,2,C,C,1,2022,108 _ 2022
109,Gemini 3 Pro,2,A,A,1,2022,109 _ 2022
110,Gemini 3 Pro,2,C,D,0,2022,110 _ 2022
111,Gemini 3 Pro,2,A,A,1,2022,111 _ 2022
112,Gemini 3 Pro,2,D,D,1,2022,112 _ 2022
113,Gemini 3 Pro,2,C,C,1,2022,113 _ 2022
114,Gemini 3 Pro,2,A,B,0,2022,114 _ 2022
115,Gemini 3 Pro,2,B,B,1,2022,115 _ 2022
116,Gemini 3 Pro,2,B,C,0,2022,116 _ 2022
117,Gemini 3 Pro,2,C,C,1,2022,117 _ 2022
118,Gemini 3 Pro,2,A,A,1,2022,118 _ 2022
119,Gemini 3 Pro,2,B,B,1,2022,119 _ 2022
120,Gemini 3 Pro,2,A,A,1,2022,120 _ 2022
121,Gemini 3 Pro,2,D,D,1,2022,121 _ 2022
122,Gemini 3 Pro,2,A,A,1,2022,122 _ 2022
123,Gemini 3 Pro,2,A,A,1,2022,123 _ 2022
124,Gemini 3 Pro,2,A,A,1,2022,124 _ 2022
125,Gemini 3 Pro,2,B,B,1,2022,125 _ 2022
102,Claude Opus 4.5,2,A,D,0,2022,102 _ 2022
103,Claude Opus 4.5,2,C,C,1,2022,103 _ 2022
104,Claude Opus 4.5,2,B,B,1,2022,104 _ 2022
105,Claude Opus 4.5,2,A,A,1,2022,105 _ 2022
106,Claude Opus 4.5,2,D,D,1,2022,106 _ 2022
107,Claude Opus 4.5,2,C,C,1,2022,107 _ 2022
108,Claude Opus 4.5,2,C,C,1,2022,108 _ 2022
109,Claude Opus 4.5,2,A,A,1,2022,109 _ 2022
110,Claude Opus 4.5,2,D,D,1,2022,110 _ 2022
111,Claude Opus 4.5,2,A,A,1,2022,111 _ 2022
112,Claude Opus 4.5,2,D,D,1,2022,112 _ 2022
113,Claude Opus 4.5,2,C,C,1,2022,113 _ 2022
114,Claude Opus 4.5,2,A,B,0,2022,114 _ 2022
115,Claude Opus 4.5,2,A,B,0,2022,115 _ 2022
116,Claude Opus 4.5,2,C,C,1,2022,116 _ 2022
117,Claude Opus 4.5,2,C,C,1,2022,117 _ 2022
118,Claude Opus 4.5,2,A,A,1,2022,118 _ 2022
119,Claude Opus 4.5,2,B,B,1,2022,119 _ 2022
120,Claude Opus 4.5,2,A,A,1,2022,120 _ 2022
121,Claude Opus 4.5,2,D,D,1,2022,121 _ 2022
122,Claude Opus 4.5,2,A,A,1,2022,122 _ 2022
123,Claude Opus 4.5,2,A,A,1,2022,123 _ 2022
124,Claude Opus 4.5,2,A,A,1,2022,124 _ 2022
125,Claude Opus 4.5,2,B,B,1,2022,125 _ 2022
102,Llama 4 Maverick,2,D,D,1,2022,102 _ 2022
103,Llama 4 Maverick,2,C,C,1,2022,103 _ 2022
104,Llama 4 Maverick,2,B,B,1,2022,104 _ 2022
105,Llama 4 Maverick,2,A,A,1,2022,105 _ 2022
106,Llama 4 Maverick,2,D,D,1,2022,106 _ 2022
107,Llama 4 Maverick,2,C,C,1,2022,107 _ 2022
108,Llama 4 Maverick,2,C,C,1,2022,108 _ 2022
109,Llama 4 Maverick,2,A,A,1,2022,109 _ 2022
110,Llama 4 Maverick,2,D,D,1,2022,110 _ 2022
111,Llama 4 Maverick,2,D,A,0,2022,111 _ 2022
112,Llama 4 Maverick,2,D,D,1,2022,112 _ 2022
113,Llama 4 Maverick,2,C,C,1,2022,113 _ 2022
114,Llama 4 Maverick,2,B,B,1,2022,114 _ 2022
115,Llama 4 Maverick,2,D,B,0,2022,115 _ 2022
116,Llama 4 Maverick,2,B,C,0,2022,116 _ 2022
117,Llama 4 Maverick,2,C,C,1,2022,117 _ 2022
118,Llama 4 Maverick,2,B,A,0,2022,118 _ 2022
119,Llama 4 Maverick,2,B,B,1,2022,119 _ 2022
120,Llama 4 Maverick,2,D,A,0,2022,120 _ 2022
121,Llama 4 Maverick,2,D,D,1,2022,121 _ 2022
122,Llama 4 Maverick,2,A,A,1,2022,122 _ 2022
123,Llama 4 Maverick,2,A,A,1,2022,123 _ 2022
124,Llama 4 Maverick,2,A,A,1,2022,124 _ 2022
125,Llama 4 Maverick,2,B,B,1,2022,125 _ 2022
102,GPT 5.2,2,D,D,1,2022,102 _ 2022
103,GPT 5.2,2,C,C,1,2022,103 _ 2022
104,GPT 5.2,2,B,B,1,2022,104 _ 2022
105,GPT 5.2,2,A,A,1,2022,105 _ 2022
106,GPT 5.2,2,D,D,1,2022,106 _ 2022
107,GPT 5.2,2,C,C,1,2022,107 _ 2022
108,GPT 5.2,2,C,C,1,2022,108 _ 2022
109,GPT 5.2,2,A,A,1,2022,109 _ 2022
110,GPT 5.2,2,D,D,1,2022,110 _ 2022
111,GPT 5.2,2,A,A,1,2022,111 _ 2022
112,GPT 5.2,2,D,D,1,2022,112 _ 2022
113,GPT 5.2,2,C,C,1,2022,113 _ 2022
114,GPT 5.2,2,B,B,1,2022,114 _ 2022
115,GPT 5.2,2,B,B,1,2022,115 _ 2022
116,GPT 5.2,2,B,C,0,2022,116 _ 2022
117,GPT 5.2,2,C,C,1,2022,117 _ 2022
118,GPT 5.2,2,A,A,1,2022,118 _ 2022
119,GPT 5.2,2,B,B,1,2022,119 _ 2022
120,GPT 5.2,2,A,A,1,2022,120 _ 2022
121,GPT 5.2,2,D,D,1,2022,121 _ 2022
122,GPT 5.2,2,A,A,1,2022,122 _ 2022
123,GPT 5.2,2,A,A,1,2022,123 _ 2022
124,GPT 5.2,2,A,A,1,2022,124 _ 2022
125,GPT 5.2,2,B,B,1,2022,125 _ 2022
102,DeepSeek V3.2,2,D,D,1,2022,102 _ 2022
103,DeepSeek V3.2,2,B,C,0,2022,103 _ 2022
104,DeepSeek V3.2,2,B,B,1,2022,104 _ 2022
105,DeepSeek V3.2,2,A,A,1,2022,105 _ 2022
106,DeepSeek V3.2,2,D,D,1,2022,106 _ 2022
107,DeepSeek V3.2,2,C,C,1,2022,107 _ 2022
108,DeepSeek V3.2,2,C,C,1,2022,108 _ 2022
109,DeepSeek V3.2,2,A,A,1,2022,109 _ 2022
110,DeepSeek V3.2,2,D,D,1,2022,110 _ 2022
111,DeepSeek V3.2,2,A,A,1,2022,111 _ 2022
112,DeepSeek V3.2,2,D,D,1,2022,112 _ 2022
113,DeepSeek V3.2,2,C,C,1,2022,113 _ 2022
114,DeepSeek V3.2,2,B,B,1,2022,114 _ 2022
115,DeepSeek V3.2,2,C,B,0,2022,115 _ 2022
116,DeepSeek V3.2,2,C,C,1,2022,116 _ 2022
117,DeepSeek V3.2,2,C,C,1,2022,117 _ 2022
118,DeepSeek V3.2,2,A,A,1,2022,118 _ 2022
119,DeepSeek V3.2,2,B,B,1,2022,119 _ 2022
120,DeepSeek V3.2,2,A,A,1,2022,120 _ 2022
121,DeepSeek V3.2,2,D,D,1,2022,121 _ 2022
122,DeepSeek V3.2,2,B,A,0,2022,122 _ 2022
123,DeepSeek V3.2,2,A,A,1,2022,123 _ 2022
124,DeepSeek V3.2,2,C,A,0,2022,124 _ 2022
125,DeepSeek V3.2,2,B,B,1,2022,125 _ 2022
102,DeepSeek V3,2,D,D,1,2022,102 _ 2022
103,DeepSeek V3,2,B,C,0,2022,103 _ 2022
104,DeepSeek V3,2,B,B,1,2022,104 _ 2022
105,DeepSeek V3,2,A,A,1,2022,105 _ 2022
106,DeepSeek V3,2,D,D,1,2022,106 _ 2022
107,DeepSeek V3,2,C,C,1,2022,107 _ 2022
108,DeepSeek V3,2,C,C,1,2022,108 _ 2022
109,DeepSeek V3,2,A,A,1,2022,109 _ 2022
110,DeepSeek V3,2,D,D,1,2022,110 _ 2022
111,DeepSeek V3,2,A,A,1,2022,111 _ 2022
112,DeepSeek V3,2,D,D,1,2022,112 _ 2022
113,DeepSeek V3,2,C,C,1,2022,113 _ 2022
114,DeepSeek V3,2,B,B,1,2022,114 _ 2022
115,DeepSeek V3,2,B,B,1,2022,115 _ 2022
116,DeepSeek V3,2,C,C,1,2022,116 _ 2022
117,DeepSeek V3,2,C,C,1,2022,117 _ 2022
118,DeepSeek V3,2,A,A,1,2022,118 _ 2022
119,DeepSeek V3,2,B,B,1,2022,119 _ 2022
120,DeepSeek V3,2,A,A,1,2022,120 _ 2022
121,DeepSeek V3,2,D,D,1,2022,121 _ 2022
122,DeepSeek V3,2,A,A,1,2022,122 _ 2022
123,DeepSeek V3,2,A,A,1,2022,123 _ 2022
124,DeepSeek V3,2,A,A,1,2022,124 _ 2022
125,DeepSeek V3,2,B,B,1,2022,125 _ 2022
102,Kimi K2,2,D,D,1,2022,102 _ 2022
103,Kimi K2,2,B,C,0,2022,103 _ 2022
104,Kimi K2,2,B,B,1,2022,104 _ 2022
105,Kimi K2,2,A,A,1,2022,105 _ 2022
106,Kimi K2,2,D,D,1,2022,106 _ 2022
107,Kimi K2,2,C,C,1,2022,107 _ 2022
108,Kimi K2,2,C,C,1,2022,108 _ 2022
109,Kimi K2,2,A,A,1,2022,109 _ 2022
110,Kimi K2,2,B,D,0,2022,110 _ 2022
111,Kimi K2,2,A,A,1,2022,111 _ 2022
112,Kimi K2,2,D,D,1,2022,112 _ 2022
113,Kimi K2,2,C,C,1,2022,113 _ 2022
114,Kimi K2,2,B,B,1,2022,114 _ 2022
115,Kimi K2,2,C,B,0,2022,115 _ 2022
116,Kimi K2,2,B,C,0,2022,116 _ 2022
117,Kimi K2,2,C,C,1,2022,117 _ 2022
118,Kimi K2,2,A,A,1,2022,118 _ 2022
119,Kimi K2,2,B,B,1,2022,119 _ 2022
120,Kimi K2,2,A,A,1,2022,120 _ 2022
121,Kimi K2,2,D,D,1,2022,121 _ 2022
122,Kimi K2,2,C,A,0,2022,122 _ 2022
123,Kimi K2,2,A,A,1,2022,123 _ 2022
124,Kimi K2,2,A,A,1,2022,124 _ 2022
125,Kimi K2,2,B,B,1,2022,125 _ 2022
102,GPT-3.5,2,D,D,1,2022,102 _ 2022
103,GPT-3.5,2,B,C,0,2022,103 _ 2022
104,GPT-3.5,2,B,B,1,2022,104 _ 2022
105,GPT-3.5,2,A,A,1,2022,105 _ 2022
106,GPT-3.5,2,D,D,1,2022,106 _ 2022
107,GPT-3.5,2,C,C,1,2022,107 _ 2022
108,GPT-3.5,2,C,C,1,2022,108 _ 2022
109,GPT-3.5,2,A,A,1,2022,109 _ 2022
110,GPT-3.5,2,B,D,0,2022,110 _ 2022
111,GPT-3.5,2,A,A,1,2022,111 _ 2022
112,GPT-3.5,2,D,D,1,2022,112 _ 2022
113,GPT-3.5,2,C,C,1,2022,113 _ 2022
114,GPT-3.5,2,B,B,1,2022,114 _ 2022
115,GPT-3.5,2,B,B,1,2022,115 _ 2022
116,GPT-3.5,2,B,C,0,2022,116 _ 2022
117,GPT-3.5,2,C,C,1,2022,117 _ 2022
118,GPT-3.5,2,A,A,1,2022,118 _ 2022
119,GPT-3.5,2,B,B,1,2022,119 _ 2022
120,GPT-3.5,2,A,A,1,2022,120 _ 2022
121,GPT-3.5,2,D,D,1,2022,121 _ 2022
122,GPT-3.5,2,C,A,0,2022,122 _ 2022
123,GPT-3.5,2,A,A,1,2022,123 _ 2022
124,GPT-3.5,2,A,A,1,2022,124 _ 2022
125,GPT-3.5,2,B,B,1,2022,125 _ 2022
102,GPT-4 Turbo,3,A,D,0,2022,102 _ 2022
103,GPT-4 Turbo,3,B,C,0,2022,103 _ 2022
104,GPT-4 Turbo,3,C,B,0,2022,104 _ 2022
105,GPT-4 Turbo,3,B,A,0,2022,105 _ 2022
106,GPT-4 Turbo,3,A,D,0,2022,106 _ 2022
107,GPT-4 Turbo,3,C,C,1,2022,107 _ 2022
108,GPT-4 Turbo,3,D,C,0,2022,108 _ 2022
109,GPT-4 Turbo,3,B,A,0,2022,109 _ 2022
110,GPT-4 Turbo,3,A,D,0,2022,110 _ 2022
111,GPT-4 Turbo,3,C,A,0,2022,111 _ 2022
112,GPT-4 Turbo,3,C,D,0,2022,112 _ 2022
113,GPT-4 Turbo,3,B,C,0,2022,113 _ 2022
114,GPT-4 Turbo,3,C,B,0,2022,114 _ 2022
115,GPT-4 Turbo,3,A,B,0,2022,115 _ 2022
116,GPT-4 Turbo,3,C,C,1,2022,116 _ 2022
117,GPT-4 Turbo,3,C,C,1,2022,117 _ 2022
118,GPT-4 Turbo,3,A,A,1,2022,118 _ 2022
119,GPT-4 Turbo,3,B,B,1,2022,119 _ 2022
120,GPT-4 Turbo,3,A,A,1,2022,120 _ 2022
121,GPT-4 Turbo,3,D,D,1,2022,121 _ 2022
122,GPT-4 Turbo,3,B,A,0,2022,122 _ 2022
123,GPT-4 Turbo,3,B,A,0,2022,123 _ 2022
124,GPT-4 Turbo,3,A,A,1,2022,124 _ 2022
125,GPT-4 Turbo,3,B,B,1,2022,125 _ 2022
102,GPT-4o,3,D,D,1,2022,102 _ 2022
103,GPT-4o,3,B,C,0,2022,103 _ 2022
104,GPT-4o,3,C,B,0,2022,104 _ 2022
105,GPT-4o,3,A,A,1,2022,105 _ 2022
106,GPT-4o,3,B,D,0,2022,106 _ 2022
107,GPT-4o,3,C,C,1,2022,107 _ 2022
108,GPT-4o,3,A,C,0,2022,108 _ 2022
109,GPT-4o,3,D,A,0,2022,109 _ 2022
110,GPT-4o,3,D,D,1,2022,110 _ 2022
